id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	Germ.GC|Germ.GC	Germ.GC|Germ.PGC	Germ.GC|Somatic.CoelEpi_LHX9	Germ.GC|Somatic.preGC_IIa	Germ.GC|Somatic.OSE	Germ.GC|Somatic.early_supporting	Germ.PGC|Germ.GC	Germ.PGC|Germ.PGC	Germ.PGC|Somatic.CoelEpi_LHX9	Germ.PGC|Somatic.preGC_IIa	Germ.PGC|Somatic.OSE	Germ.PGC|Somatic.early_supporting	Somatic.CoelEpi_LHX9|Germ.GC	Somatic.CoelEpi_LHX9|Germ.PGC	Somatic.CoelEpi_LHX9|Somatic.CoelEpi_LHX9	Somatic.CoelEpi_LHX9|Somatic.preGC_IIa	Somatic.CoelEpi_LHX9|Somatic.OSE	Somatic.CoelEpi_LHX9|Somatic.early_supporting	Somatic.preGC_IIa|Germ.GC	Somatic.preGC_IIa|Germ.PGC	Somatic.preGC_IIa|Somatic.CoelEpi_LHX9	Somatic.preGC_IIa|Somatic.preGC_IIa	Somatic.preGC_IIa|Somatic.OSE	Somatic.preGC_IIa|Somatic.early_supporting	Somatic.OSE|Germ.GC	Somatic.OSE|Germ.PGC	Somatic.OSE|Somatic.CoelEpi_LHX9	Somatic.OSE|Somatic.preGC_IIa	Somatic.OSE|Somatic.OSE	Somatic.OSE|Somatic.early_supporting	Somatic.early_supporting|Germ.GC	Somatic.early_supporting|Germ.PGC	Somatic.early_supporting|Somatic.CoelEpi_LHX9	Somatic.early_supporting|Somatic.preGC_IIa	Somatic.early_supporting|Somatic.OSE	Somatic.early_supporting|Somatic.early_supporting	Germ.oocyte|Germ.oocyte	Germ.oocyte|Germ.pre_oocyte	Germ.oocyte|Somatic.granulosa	Germ.pre_oocyte|Germ.oocyte	Germ.pre_oocyte|Germ.pre_oocyte	Germ.pre_oocyte|Somatic.granulosa	Somatic.granulosa|Germ.oocyte	Somatic.granulosa|Germ.pre_oocyte	Somatic.granulosa|Somatic.granulosa	Germ.oogonia_STRA8|Germ.oogonia_STRA8	Germ.oogonia_STRA8|Germ.oogonia_meiotic	Germ.oogonia_STRA8|Somatic.preGC_I	Germ.oogonia_STRA8|Somatic.preGC_IIb	Germ.oogonia_meiotic|Germ.oogonia_STRA8	Germ.oogonia_meiotic|Germ.oogonia_meiotic	Germ.oogonia_meiotic|Somatic.preGC_I	Germ.oogonia_meiotic|Somatic.preGC_IIb	Somatic.preGC_I|Germ.oogonia_STRA8	Somatic.preGC_I|Germ.oogonia_meiotic	Somatic.preGC_I|Somatic.preGC_I	Somatic.preGC_I|Somatic.preGC_IIb	Somatic.preGC_IIb|Germ.oogonia_STRA8	Somatic.preGC_IIb|Germ.oogonia_meiotic	Somatic.preGC_IIb|Somatic.preGC_I	Somatic.preGC_IIb|Somatic.preGC_IIb
CPI-SC0A2DB962D	CDH1_integrin_a2b1_complex	simple:P12830	complex:integrin_a2b1_complex	CDH1		False	False	False	curated	True	Adhesion-Adhesion	Adhesion by Cadherin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.066	0.0	0.0	0.0	22.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.9	0.0	0.0	0.0	12.79	0.0	0.0	0.0	100.0	0.0	0.0	53.2	0.0	0.0	45.309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.675	0.0	0.0	0.0	39.777
CPI-SC0B5CEA47D	COL10A1_integrin_a2b1_complex	simple:Q03692	complex:integrin_a2b1_complex	COL10A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0C8B7BCBB	COL11A1_integrin_a2b1_complex	simple:P12107	complex:integrin_a2b1_complex	COL11A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.344	0.0	0.0	0.0	29.585	0.0	29.211	0.0	0.0	0.0	17.876	0.0	61.252	0.0	0.0	0.0	37.485	0.0	6.005	0.0	0.0	0.0	3.675	0.0	0.0	0.0	0.0	0.0	0.0	3.873	0.0	0.0	30.692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.132	0.0	0.0	0.0	18.093
CPI-SC0D3C12C3F	COL11A2_integrin_a2b1_complex	simple:P13942	complex:integrin_a2b1_complex	COL11A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0B86B7CED	COL12A1_integrin_a2b1_complex	simple:Q99715	complex:integrin_a2b1_complex	COL12A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0FA343CEF	COL13A1_integrin_a2b1_complex	simple:Q5TAT6	complex:integrin_a2b1_complex	COL13A1		False	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0CCCF9A7F	COL14A1_integrin_a2b1_complex	simple:Q05707	complex:integrin_a2b1_complex	COL14A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	7.177	0.0	0.0	0.0	4.392	0.0	5.309	0.0	0.0	0.0	3.249	0.0	12.326	0.0	0.0	0.0	7.543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.35	0.0	0.0	0.0	16.737	0.0	0.0	0.0	0.0	0.0	0.0	16.09	0.0	0.0	100.0	0.0	0.0	0.0	3.807	0.0	0.0	0.0	7.34	0.0	0.0	0.0	17.669	0.0	0.0	0.0	4.585
CPI-SC0E85E1FB0	COL15A1_integrin_a2b1_complex	simple:P39059	complex:integrin_a2b1_complex	COL15A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0956F4A31	COL16A1_integrin_a2b1_complex	simple:Q07092	complex:integrin_a2b1_complex	COL16A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.252	0.0	0.0	0.0	37.485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.725	0.0	0.0	0.0	21.251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.028	0.0	0.0	0.0	13.172	0.0	0.0	0.0	0.0
CPI-SC06EEEC092	COL17A1_integrin_a2b1_complex	simple:Q9UMD9	complex:integrin_a2b1_complex	COL17A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
